Date,Type,Name,Distance,Latitude,Longitude
2017-07-19,Ride,Evening Ride,4.57,50.1579,14.746
2017-07-19,Ride,Evening Ride,4.57,50.155,14.7465
2017-07-19,Ride,Evening Ride,4.57,50.1536,14.7508
2017-07-19,Ride,Evening Ride,4.57,50.1498,14.75
2017-07-19,Ride,Evening Ride,4.57,50.1533,14.7507
2017-07-19,Ride,Evening Ride,4.57,50.1576,14.7522
2017-07-19,Ride,Evening Ride,4.57,50.1571,14.7454
2017-07-19,Ride,Evening Ride,4.57,50.1564,14.742
2017-07-19,Ride,Evening Ride,4.57,50.1573,14.7437
2017-07-20,Ride,Lhota (L),36.46,50.1586,14.7459
2017-07-20,Ride,Lhota (L),36.46,50.1614,14.7448
2017-07-20,Ride,Lhota (L),36.46,50.1649,14.7433
2017-07-20,Ride,Lhota (L),36.46,50.1688,14.738
2017-07-20,Ride,Lhota (L),36.46,50.1737,14.733
2017-07-20,Ride,Lhota (L),36.46,50.1742,14.7252
2017-07-20,Ride,Lhota (L),36.46,50.1735,14.7224
2017-07-20,Ride,Lhota (L),36.46,50.1757,14.7264
2017-07-20,Ride,Lhota (L),36.46,50.1782,14.7323
2017-07-20,Ride,Lhota (L),36.46,50.1825,14.7323
2017-07-20,Ride,Lhota (L),36.46,50.1861,14.7341
2017-07-20,Ride,Lhota (L),36.46,50.1887,14.7407
2017-07-20,Ride,Lhota (L),36.46,50.1927,14.7438
2017-07-20,Ride,Lhota (L),36.46,50.1974,14.7448
2017-07-20,Ride,Lhota (L),36.46,50.2021,14.7457
2017-07-20,Ride,Lhota (L),36.46,50.206,14.7466
2017-07-20,Ride,Lhota (L),36.46,50.2105,14.7445
2017-07-20,Ride,Lhota (L),36.46,50.2147,14.7426
2017-07-20,Ride,Lhota (L),36.46,50.2183,14.7393
2017-07-20,Ride,Lhota (L),36.46,50.2214,14.7341
2017-07-20,Ride,Lhota (L),36.46,50.2241,14.7297
2017-07-20,Ride,Lhota (L),36.46,50.2259,14.7238
2017-07-20,Ride,Lhota (L),36.46,50.2266,14.7181
2017-07-20,Ride,Lhota (L),36.46,50.2306,14.7109
2017-07-20,Ride,Lhota (L),36.46,50.2345,14.705
2017-07-20,Ride,Lhota (L),36.46,50.2348,14.6992
2017-07-20,Ride,Lhota (L),36.46,50.2364,14.6915
2017-07-20,Ride,Lhota (L),36.46,50.2392,14.686
2017-07-20,Ride,Lhota (L),36.46,50.2401,14.6791
2017-07-20,Ride,Lhota (L),36.46,50.2416,14.6737
2017-07-20,Ride,Lhota (L),36.46,50.244,14.6721
2017-07-20,Ride,Lhota (L),36.46,50.2425,14.6741
2017-07-20,Ride,Lhota (L),36.46,50.2402,14.6773
2017-07-20,Ride,Lhota (L),36.46,50.2394,14.6847
2017-07-20,Ride,Lhota (L),36.46,50.2374,14.6892
2017-07-20,Ride,Lhota (L),36.46,50.2353,14.6947
2017-07-20,Ride,Lhota (L),36.46,50.2348,14.7007
2017-07-20,Ride,Lhota (L),36.46,50.2334,14.7065
2017-07-20,Ride,Lhota (L),36.46,50.2293,14.713
2017-07-20,Ride,Lhota (L),36.46,50.2266,14.7193
2017-07-20,Ride,Lhota (L),36.46,50.226,14.7245
2017-07-20,Ride,Lhota (L),36.46,50.2238,14.7301
2017-07-20,Ride,Lhota (L),36.46,50.2205,14.7355
2017-07-20,Ride,Lhota (L),36.46,50.2185,14.7409
2017-07-20,Ride,Lhota (L),36.46,50.2202,14.7452
2017-07-20,Ride,Lhota (L),36.46,50.2209,14.7533
2017-07-20,Ride,Lhota (L),36.46,50.2221,14.7611
2017-07-20,Ride,Lhota (L),36.46,50.2186,14.7639
2017-07-20,Ride,Lhota (L),36.46,50.2135,14.7654
2017-07-20,Ride,Lhota (L),36.46,50.2087,14.7679
2017-07-20,Ride,Lhota (L),36.46,50.2042,14.7645
2017-07-20,Ride,Lhota (L),36.46,50.1994,14.7619
2017-07-20,Ride,Lhota (L),36.46,50.1941,14.7598
2017-07-20,Ride,Lhota (L),36.46,50.1887,14.7585
2017-07-20,Ride,Lhota (L),36.46,50.1837,14.7574
2017-07-20,Ride,Lhota (L),36.46,50.1815,14.7491
2017-07-20,Ride,Lhota (L),36.46,50.1809,14.7406
2017-07-20,Ride,Lhota (L),36.46,50.1793,14.7334
2017-07-20,Ride,Lhota (L),36.46,50.1758,14.7272
2017-07-20,Ride,Lhota (L),36.46,50.1739,14.7218
2017-07-20,Ride,Lhota (L),36.46,50.1743,14.7254
2017-07-20,Ride,Lhota (L),36.46,50.1737,14.7328
2017-07-20,Ride,Lhota (L),36.46,50.1692,14.7376
2017-07-20,Ride,Lhota (L),36.46,50.1659,14.7426
2017-07-20,Ride,Lhota (L),36.46,50.1642,14.7471
2017-07-20,Ride,Lhota (L),36.46,50.1621,14.7511
2017-07-20,Ride,Lhota (L),36.46,50.1592,14.7477
2017-07-20,Ride,Lhota (L),36.46,50.1574,14.7449
2017-07-21,Ride,Morning Ride,29.70,50.1117,14.4908
2017-07-21,Ride,Morning Ride,29.70,50.1081,14.4861
2017-07-21,Ride,Morning Ride,29.70,50.1074,14.4811
2017-07-21,Ride,Morning Ride,29.70,50.1105,14.4764
2017-07-21,Ride,Morning Ride,29.70,50.1082,14.4737
2017-07-21,Ride,Morning Ride,29.70,50.1075,14.4689
2017-07-21,Ride,Morning Ride,29.70,50.1057,14.4651
2017-07-21,Ride,Morning Ride,29.70,50.1015,14.464
2017-07-21,Ride,Morning Ride,29.70,50.0981,14.4587
2017-07-21,Ride,Morning Ride,29.70,50.0964,14.4514
2017-07-21,Ride,Morning Ride,29.70,50.0949,14.4444
2017-07-21,Ride,Morning Ride,29.70,50.094,14.4374
2017-07-21,Ride,Morning Ride,29.70,50.0932,14.432
2017-07-21,Ride,Morning Ride,29.70,50.094,14.4381
2017-07-21,Ride,Morning Ride,29.70,50.095,14.4448
2017-07-21,Ride,Morning Ride,29.70,50.0964,14.4516
2017-07-21,Ride,Morning Ride,29.70,50.098,14.4586
2017-07-21,Ride,Morning Ride,29.70,50.1012,14.4639
2017-07-21,Ride,Morning Ride,29.70,50.1055,14.4646
2017-07-21,Ride,Morning Ride,29.70,50.1077,14.4676
2017-07-21,Ride,Morning Ride,29.70,50.1067,14.4732
2017-07-21,Ride,Morning Ride,29.70,50.1103,14.4745
2017-07-21,Ride,Morning Ride,29.70,50.1088,14.4802
2017-07-21,Ride,Morning Ride,29.70,50.1074,14.4832
2017-07-21,Ride,Morning Ride,29.70,50.1098,14.4866
2017-07-21,Ride,Morning Ride,29.70,50.1099,14.4925
2017-07-21,Ride,Morning Ride,29.70,50.1086,14.4977
2017-07-21,Ride,Morning Ride,29.70,50.106,14.5018
2017-07-21,Ride,Morning Ride,29.70,50.105,14.5067
2017-07-21,Ride,Morning Ride,29.70,50.1052,14.5139
2017-07-21,Ride,Morning Ride,29.70,50.1056,14.5208
2017-07-21,Ride,Morning Ride,29.70,50.1056,14.5276
2017-07-21,Ride,Morning Ride,29.70,50.1017,14.5287
2017-07-21,Ride,Morning Ride,29.70,50.1033,14.5314
2017-07-21,Ride,Morning Ride,29.70,50.1014,14.5334
2017-07-21,Ride,Morning Ride,29.70,50.1001,14.5341
2017-07-21,Ride,Morning Ride,29.70,50.0987,14.5374
2017-07-21,Ride,Morning Ride,29.70,50.1006,14.5449
2017-07-21,Ride,Morning Ride,29.70,50.1014,14.5515
2017-07-21,Ride,Morning Ride,29.70,50.1034,14.5553
2017-07-21,Ride,Morning Ride,29.70,50.1061,14.5572
2017-07-21,Ride,Morning Ride,29.70,50.1074,14.5638
2017-07-21,Ride,Morning Ride,29.70,50.1082,14.5711
2017-07-21,Ride,Morning Ride,29.70,50.1087,14.5767
2017-07-21,Ride,Morning Ride,29.70,50.1095,14.5814
2017-07-21,Ride,Morning Ride,29.70,50.1104,14.5865
2017-07-21,Ride,Morning Ride,29.70,50.1109,14.5913
2017-07-21,Ride,Morning Ride,29.70,50.1114,14.5956
2017-07-21,Ride,Morning Ride,29.70,50.1127,14.6007
2017-07-21,Ride,Morning Ride,29.70,50.1138,14.6075
2017-07-21,Ride,Morning Ride,29.70,50.1153,14.613
2017-07-21,Ride,Morning Ride,29.70,50.1171,14.619
2017-07-21,Ride,Morning Ride,29.70,50.1184,14.6261
2017-07-21,Ride,Morning Ride,29.70,50.1202,14.6303
2017-07-21,Ride,Morning Ride,29.70,50.1228,14.6357
2017-07-21,Ride,Morning Ride,29.70,50.1253,14.6421
2017-07-21,Ride,Morning Ride,29.70,50.1276,14.6488
2017-07-21,Ride,Morning Ride,29.70,50.13,14.6565
2017-07-21,Ride,Morning Ride,29.70,50.1308,14.6639
2017-07-21,Ride,Morning Ride,29.70,50.1328,14.6639
2017-07-21,Ride,Afternoon Ride,26.29,50.2821,14.5856
2017-07-21,Ride,Afternoon Ride,26.29,50.2783,14.5786
2017-07-21,Ride,Afternoon Ride,26.29,50.273,14.5752
2017-07-21,Ride,Afternoon Ride,26.29,50.2675,14.5738
2017-07-21,Ride,Afternoon Ride,26.29,50.2631,14.5704
2017-07-21,Ride,Afternoon Ride,26.29,50.2598,14.575
2017-07-21,Ride,Afternoon Ride,26.29,50.2562,14.5767
2017-07-21,Ride,Afternoon Ride,26.29,50.2511,14.5753
2017-07-21,Ride,Afternoon Ride,26.29,50.2496,14.5705
2017-07-21,Ride,Afternoon Ride,26.29,50.2492,14.5626
2017-07-21,Ride,Afternoon Ride,26.29,50.2465,14.5703
2017-07-21,Ride,Afternoon Ride,26.29,50.2449,14.5797
2017-07-21,Ride,Afternoon Ride,26.29,50.2443,14.5899
2017-07-21,Ride,Afternoon Ride,26.29,50.2406,14.5936
2017-07-21,Ride,Afternoon Ride,26.29,50.236,14.592
2017-07-21,Ride,Afternoon Ride,26.29,50.2321,14.5928
2017-07-21,Ride,Afternoon Ride,26.29,50.2295,14.5968
2017-07-21,Ride,Afternoon Ride,26.29,50.2286,14.6061
2017-07-21,Ride,Afternoon Ride,26.29,50.228,14.6147
2017-07-21,Ride,Afternoon Ride,26.29,50.2254,14.6231
2017-07-21,Ride,Afternoon Ride,26.29,50.2231,14.6305
2017-07-21,Ride,Afternoon Ride,26.29,50.22,14.6388
2017-07-21,Ride,Afternoon Ride,26.29,50.214,14.641
2017-07-21,Ride,Afternoon Ride,26.29,50.2077,14.6421
2017-07-21,Ride,Afternoon Ride,26.29,50.2019,14.6454
2017-07-21,Ride,Afternoon Ride,26.29,50.197,14.6511
2017-07-21,Ride,Afternoon Ride,26.29,50.1938,14.6571
2017-07-21,Ride,Afternoon Ride,26.29,50.1903,14.6639
2017-07-21,Ride,Afternoon Ride,26.29,50.187,14.6683
2017-07-21,Ride,Afternoon Ride,26.29,50.1851,14.674
2017-07-21,Ride,Afternoon Ride,26.29,50.1822,14.6813
2017-07-21,Ride,Afternoon Ride,26.29,50.1799,14.6882
2017-07-21,Ride,Afternoon Ride,26.29,50.1777,14.6965
2017-07-21,Ride,Afternoon Ride,26.29,50.1737,14.7019
2017-07-21,Ride,Afternoon Ride,26.29,50.172,14.7103
2017-07-21,Ride,Afternoon Ride,26.29,50.1716,14.7186
2017-07-21,Ride,Afternoon Ride,26.29,50.1743,14.7253
2017-07-21,Ride,Afternoon Ride,26.29,50.1736,14.733
2017-07-21,Ride,Afternoon Ride,26.29,50.1691,14.7377
2017-07-21,Ride,Afternoon Ride,26.29,50.165,14.7424
2017-07-21,Ride,Afternoon Ride,26.29,50.162,14.7439
2017-07-21,Ride,Afternoon Ride,26.29,50.1574,14.7419
2017-07-23,Ride,Lunch Ride,47.61,49.9356,14.7071
2017-07-23,Ride,Lunch Ride,47.61,49.9328,14.706
2017-07-23,Ride,Lunch Ride,47.61,49.929,14.7057
2017-07-23,Ride,Lunch Ride,47.61,49.925,14.7073
2017-07-23,Ride,Lunch Ride,47.61,49.9216,14.7087
2017-07-23,Ride,Lunch Ride,47.61,49.9183,14.7112
2017-07-23,Ride,Lunch Ride,47.61,49.9145,14.7139
2017-07-23,Ride,Lunch Ride,47.61,49.9117,14.7178
2017-07-23,Ride,Lunch Ride,47.61,49.9094,14.7158
2017-07-23,Ride,Lunch Ride,47.61,49.9068,14.7199
2017-07-23,Ride,Lunch Ride,47.61,49.9025,14.7252
2017-07-23,Ride,Lunch Ride,47.61,49.899,14.7285
2017-07-23,Ride,Lunch Ride,47.61,49.896,14.7339
2017-07-23,Ride,Lunch Ride,47.61,49.8924,14.7344
2017-07-23,Ride,Lunch Ride,47.61,49.8892,14.7308
2017-07-23,Ride,Lunch Ride,47.61,49.8848,14.7305
2017-07-23,Ride,Lunch Ride,47.61,49.882,14.7299
2017-07-23,Ride,Lunch Ride,47.61,49.8839,14.7364
2017-07-23,Ride,Lunch Ride,47.61,49.8845,14.7429
2017-07-23,Ride,Lunch Ride,47.61,49.8827,14.7485
2017-07-23,Ride,Lunch Ride,47.61,49.8797,14.7523
2017-07-23,Ride,Lunch Ride,47.61,49.8755,14.7562
2017-07-23,Ride,Lunch Ride,47.61,49.8734,14.763
2017-07-23,Ride,Lunch Ride,47.61,49.8741,14.7712
2017-07-23,Ride,Lunch Ride,47.61,49.8745,14.7777
2017-07-23,Ride,Lunch Ride,47.61,49.8735,14.7852
2017-07-23,Ride,Lunch Ride,47.61,49.8724,14.7925
2017-07-23,Ride,Lunch Ride,47.61,49.8725,14.7998
2017-07-23,Ride,Lunch Ride,47.61,49.8728,14.8054
2017-07-23,Ride,Lunch Ride,47.61,49.8752,14.8122
2017-07-23,Ride,Lunch Ride,47.61,49.8811,14.8158
2017-07-23,Ride,Lunch Ride,47.61,49.8845,14.8221
2017-07-23,Ride,Lunch Ride,47.61,49.8866,14.8281
2017-07-23,Ride,Lunch Ride,47.61,49.8878,14.8349
2017-07-23,Ride,Lunch Ride,47.61,49.8872,14.8421
2017-07-23,Ride,Lunch Ride,47.61,49.8865,14.85
2017-07-23,Ride,Lunch Ride,47.61,49.8868,14.8566
2017-07-23,Ride,Lunch Ride,47.61,49.8834,14.8594
2017-07-23,Ride,Lunch Ride,47.61,49.8825,14.867
2017-07-23,Ride,Lunch Ride,47.61,49.8844,14.8752
2017-07-23,Ride,Lunch Ride,47.61,49.8863,14.8827
2017-07-23,Ride,Lunch Ride,47.61,49.8909,14.8867
2017-07-23,Ride,Lunch Ride,47.61,49.8953,14.891
2017-07-23,Ride,Lunch Ride,47.61,49.8983,14.8959
2017-07-23,Ride,Lunch Ride,47.61,49.9002,14.8973
2017-07-23,Ride,Lunch Ride,47.61,49.9036,14.8972
2017-07-23,Ride,Lunch Ride,47.61,49.9047,14.8939
2017-07-23,Ride,Lunch Ride,47.61,49.9074,14.8902
2017-07-23,Ride,Lunch Ride,47.61,49.9112,14.8897
2017-07-23,Ride,Lunch Ride,47.61,49.9149,14.8883
2017-07-23,Ride,Lunch Ride,47.61,49.9151,14.8804
2017-07-23,Ride,Lunch Ride,47.61,49.9217,14.8798
2017-07-23,Ride,Lunch Ride,47.61,49.9247,14.8776
2017-07-23,Ride,Lunch Ride,47.61,49.9244,14.8675
2017-07-23,Ride,Lunch Ride,47.61,49.9268,14.865
2017-07-23,Ride,Lunch Ride,47.61,49.9303,14.8634
2017-07-23,Ride,Lunch Ride,47.61,49.9347,14.8604
2017-07-23,Ride,Lunch Ride,47.61,49.939,14.8582
2017-07-23,Ride,Lunch Ride,47.61,49.9461,14.8523
2017-07-23,Ride,Lunch Ride,47.61,49.95,14.8517
2017-07-23,Ride,Lunch Ride,47.61,49.9488,14.8464
2017-07-23,Ride,Lunch Ride,47.61,49.9469,14.8382
2017-07-23,Ride,Lunch Ride,47.61,49.949,14.8319
2017-07-23,Ride,Lunch Ride,47.61,49.9533,14.827
2017-07-23,Ride,Lunch Ride,47.61,49.9569,14.8208
2017-07-23,Ride,Lunch Ride,47.61,49.9534,14.819
2017-07-23,Ride,Lunch Ride,47.61,49.9488,14.8154
2017-07-23,Ride,Lunch Ride,47.61,49.9458,14.8131
2017-07-23,Ride,Lunch Ride,47.61,49.9446,14.8076
2017-07-23,Ride,Lunch Ride,47.61,49.945,14.8042
2017-07-23,Ride,Lunch Ride,47.61,49.9415,14.7957
2017-07-23,Ride,Lunch Ride,47.61,49.9434,14.7898
2017-07-23,Ride,Lunch Ride,47.61,49.9478,14.7872
2017-07-23,Ride,Lunch Ride,47.61,49.9497,14.7812
2017-07-23,Ride,Lunch Ride,47.61,49.9497,14.7751
2017-07-23,Ride,Lunch Ride,47.61,49.9504,14.769
2017-07-23,Ride,Lunch Ride,47.61,49.951,14.7636
2017-07-23,Ride,Lunch Ride,47.61,49.9524,14.758
2017-07-23,Ride,Lunch Ride,47.61,49.9524,14.7535
2017-07-23,Ride,Lunch Ride,47.61,49.9527,14.7482
2017-07-23,Ride,Lunch Ride,47.61,49.9517,14.7418
2017-07-23,Ride,Lunch Ride,47.61,49.9492,14.7337
2017-07-23,Ride,Lunch Ride,47.61,49.9451,14.7235
2017-07-23,Ride,Lunch Ride,47.61,49.9396,14.7161
2017-07-23,Ride,Lunch Ride,47.61,49.9359,14.7093
2017-07-23,Ride,Lunch Ride,47.61,49.934,14.7072
2017-07-23,Ride,Afternoon Ride,27.04,50.0495,14.5639
2017-07-23,Ride,Afternoon Ride,27.04,50.0538,14.5603
2017-07-23,Ride,Afternoon Ride,27.04,50.0569,14.5559
2017-07-23,Ride,Afternoon Ride,27.04,50.0612,14.5539
2017-07-23,Ride,Afternoon Ride,27.04,50.0638,14.5594
2017-07-23,Ride,Afternoon Ride,27.04,50.0663,14.5681
2017-07-23,Ride,Afternoon Ride,27.04,50.0712,14.5694
2017-07-23,Ride,Afternoon Ride,27.04,50.0767,14.5713
2017-07-23,Ride,Afternoon Ride,27.04,50.0804,14.5679
2017-07-23,Ride,Afternoon Ride,27.04,50.0841,14.5651
2017-07-23,Ride,Afternoon Ride,27.04,50.0854,14.5699
2017-07-23,Ride,Afternoon Ride,27.04,50.0859,14.5754
2017-07-23,Ride,Afternoon Ride,27.04,50.0885,14.5806
2017-07-23,Ride,Afternoon Ride,27.04,50.0913,14.5864
2017-07-23,Ride,Afternoon Ride,27.04,50.0949,14.5929
2017-07-23,Ride,Afternoon Ride,27.04,50.0966,14.6001
2017-07-23,Ride,Afternoon Ride,27.04,50.099,14.6062
2017-07-23,Ride,Afternoon Ride,27.04,50.1023,14.6095
2017-07-23,Ride,Afternoon Ride,27.04,50.1056,14.6115
2017-07-23,Ride,Afternoon Ride,27.04,50.1094,14.6126
2017-07-23,Ride,Afternoon Ride,27.04,50.1126,14.6141
2017-07-23,Ride,Afternoon Ride,27.04,50.1155,14.6181
2017-07-23,Ride,Afternoon Ride,27.04,50.1176,14.6215
2017-07-23,Ride,Afternoon Ride,27.04,50.119,14.6294
2017-07-23,Ride,Afternoon Ride,27.04,50.1225,14.6344
2017-07-23,Ride,Afternoon Ride,27.04,50.1252,14.642
2017-07-23,Ride,Afternoon Ride,27.04,50.1278,14.6491
2017-07-23,Ride,Afternoon Ride,27.04,50.1302,14.6572
2017-07-23,Ride,Afternoon Ride,27.04,50.1327,14.6647
2017-07-23,Ride,Afternoon Ride,27.04,50.1347,14.6735
2017-07-23,Ride,Afternoon Ride,27.04,50.1374,14.6812
2017-07-23,Ride,Afternoon Ride,27.04,50.1414,14.6906
2017-07-23,Ride,Afternoon Ride,27.04,50.1409,14.6991
2017-07-23,Ride,Afternoon Ride,27.04,50.145,14.7065
2017-07-23,Ride,Afternoon Ride,27.04,50.1482,14.7145
2017-07-23,Ride,Afternoon Ride,27.04,50.1497,14.7242
2017-07-23,Ride,Afternoon Ride,27.04,50.1522,14.7355
2017-07-23,Ride,Afternoon Ride,27.04,50.1483,14.7354
2017-07-23,Ride,Afternoon Ride,27.04,50.1462,14.7375
2017-07-23,Ride,Afternoon Ride,27.04,50.1437,14.7427
2017-07-23,Ride,Afternoon Ride,27.04,50.1479,14.7471
2017-07-23,Ride,Afternoon Ride,27.04,50.1504,14.7487
2017-07-23,Ride,Afternoon Ride,27.04,50.1556,14.7523
2017-07-23,Ride,Afternoon Ride,27.04,50.1591,14.7498
2017-07-23,Ride,Afternoon Ride,27.04,50.1622,14.7504
2017-07-25,Ride,Morning Ride,78.22,49.9153,14.2327
2017-07-25,Ride,Morning Ride,78.22,49.916,14.2248
2017-07-25,Ride,Morning Ride,78.22,49.9197,14.2164
2017-07-25,Ride,Morning Ride,78.22,49.9189,14.2091
2017-07-25,Ride,Morning Ride,78.22,49.9185,14.2023
2017-07-25,Ride,Morning Ride,78.22,49.9186,14.2056
2017-07-25,Ride,Morning Ride,78.22,49.9156,14.21
2017-07-25,Ride,Morning Ride,78.22,49.9118,14.2046
2017-07-25,Ride,Morning Ride,78.22,49.9103,14.1999
2017-07-25,Ride,Morning Ride,78.22,49.9088,14.1956
2017-07-25,Ride,Morning Ride,78.22,49.9078,14.191
2017-07-25,Ride,Morning Ride,78.22,49.9073,14.1854
2017-07-25,Ride,Morning Ride,78.22,49.9063,14.1799
2017-07-25,Ride,Morning Ride,78.22,49.905,14.1751
2017-07-25,Ride,Morning Ride,78.22,49.9017,14.1687
2017-07-25,Ride,Morning Ride,78.22,49.8985,14.1667
2017-07-25,Ride,Morning Ride,78.22,49.8969,14.179
2017-07-25,Ride,Morning Ride,78.22,49.8927,14.1815
2017-07-25,Ride,Morning Ride,78.22,49.8903,14.1858
2017-07-25,Ride,Morning Ride,78.22,49.8875,14.1835
2017-07-25,Ride,Morning Ride,78.22,49.8859,14.1776
2017-07-25,Ride,Morning Ride,78.22,49.8839,14.1704
2017-07-25,Ride,Morning Ride,78.22,49.8817,14.1657
2017-07-25,Ride,Morning Ride,78.22,49.8798,14.1595
2017-07-25,Ride,Morning Ride,78.22,49.8772,14.1536
2017-07-25,Ride,Morning Ride,78.22,49.8753,14.1465
2017-07-25,Ride,Morning Ride,78.22,49.8718,14.1476
2017-07-25,Ride,Morning Ride,78.22,49.8683,14.1493
2017-07-25,Ride,Morning Ride,78.22,49.8663,14.1461
2017-07-25,Ride,Morning Ride,78.22,49.863,14.1456
2017-07-25,Ride,Morning Ride,78.22,49.8599,14.1488
2017-07-25,Ride,Morning Ride,78.22,49.8568,14.1511
2017-07-25,Ride,Morning Ride,78.22,49.8528,14.1507
2017-07-25,Ride,Morning Ride,78.22,49.8502,14.1478
2017-07-25,Ride,Morning Ride,78.22,49.8489,14.1423
2017-07-25,Ride,Morning Ride,78.22,49.8444,14.1337
2017-07-25,Ride,Morning Ride,78.22,49.842,14.1298
2017-07-25,Ride,Morning Ride,78.22,49.839,14.1312
2017-07-25,Ride,Morning Ride,78.22,49.8363,14.1351
2017-07-25,Ride,Morning Ride,78.22,49.8325,14.1389
2017-07-25,Ride,Morning Ride,78.22,49.83,14.1441
2017-07-25,Ride,Morning Ride,78.22,49.8269,14.1504
2017-07-25,Ride,Morning Ride,78.22,49.8312,14.1571
2017-07-25,Ride,Morning Ride,78.22,49.8302,14.1696
2017-07-25,Ride,Morning Ride,78.22,49.8292,14.1849
2017-07-25,Ride,Morning Ride,78.22,49.8272,14.1953
2017-07-25,Ride,Morning Ride,78.22,49.8257,14.2056
2017-07-25,Ride,Morning Ride,78.22,49.8277,14.2109
2017-07-25,Ride,Morning Ride,78.22,49.8312,14.2133
2017-07-25,Ride,Morning Ride,78.22,49.8347,14.2176
2017-07-25,Ride,Morning Ride,78.22,49.8361,14.2241
2017-07-25,Ride,Morning Ride,78.22,49.8399,14.2242
2017-07-25,Ride,Morning Ride,78.22,49.8442,14.2241
2017-07-25,Ride,Morning Ride,78.22,49.8477,14.2244
2017-07-25,Ride,Morning Ride,78.22,49.8497,14.2344
2017-07-25,Ride,Morning Ride,78.22,49.8523,14.2418
2017-07-25,Ride,Morning Ride,78.22,49.8569,14.2468
2017-07-25,Ride,Morning Ride,78.22,49.86,14.2548
2017-07-25,Ride,Morning Ride,78.22,49.8644,14.2578
2017-07-25,Ride,Morning Ride,78.22,49.868,14.2588
2017-07-25,Ride,Morning Ride,78.22,49.8671,14.259
2017-07-25,Ride,Morning Ride,78.22,49.8709,14.2588
2017-07-25,Ride,Morning Ride,78.22,49.874,14.2566
2017-07-25,Ride,Morning Ride,78.22,49.877,14.2555
2017-07-25,Ride,Morning Ride,78.22,49.8777,14.2538
2017-07-25,Ride,Morning Ride,78.22,49.8785,14.2488
2017-07-25,Ride,Morning Ride,78.22,49.882,14.2519
2017-07-25,Ride,Morning Ride,78.22,49.8868,14.2582
2017-07-25,Ride,Morning Ride,78.22,49.8908,14.2653
2017-07-25,Ride,Morning Ride,78.22,49.8952,14.269
2017-07-25,Ride,Morning Ride,78.22,49.8997,14.2716
2017-07-25,Ride,Morning Ride,78.22,49.9049,14.2755
2017-07-25,Ride,Morning Ride,78.22,49.9074,14.2817
2017-07-25,Ride,Morning Ride,78.22,49.9094,14.2898
2017-07-25,Ride,Morning Ride,78.22,49.911,14.297
2017-07-25,Ride,Morning Ride,78.22,49.9061,14.3025
2017-07-25,Ride,Morning Ride,78.22,49.9049,14.3104
2017-07-25,Ride,Morning Ride,78.22,49.903,14.3152
2017-07-25,Ride,Morning Ride,78.22,49.9001,14.318
2017-07-25,Ride,Morning Ride,78.22,49.9003,14.3236
2017-07-25,Ride,Morning Ride,78.22,49.9039,14.3255
2017-07-25,Ride,Morning Ride,78.22,49.9066,14.3302
2017-07-25,Ride,Morning Ride,78.22,49.906,14.3329
2017-07-25,Ride,Morning Ride,78.22,49.9048,14.3394
2017-07-25,Ride,Morning Ride,78.22,49.9066,14.3458
2017-07-25,Ride,Morning Ride,78.22,49.9095,14.3541
2017-07-25,Ride,Morning Ride,78.22,49.914,14.3579
2017-07-25,Ride,Morning Ride,78.22,49.9162,14.3578
2017-07-25,Ride,Morning Ride,78.22,49.9133,14.3616
2017-07-25,Ride,Morning Ride,78.22,49.9116,14.3747
2017-07-25,Ride,Morning Ride,78.22,49.9106,14.3819
2017-07-25,Ride,Morning Ride,78.22,49.91,14.3859
2017-07-25,Ride,Morning Ride,78.22,49.9139,14.379
2017-07-25,Ride,Morning Ride,78.22,49.9198,14.3743
2017-07-25,Ride,Morning Ride,78.22,49.9258,14.3703
2017-07-25,Ride,Morning Ride,78.22,49.9321,14.3671
2017-07-25,Ride,Morning Ride,78.22,49.9378,14.3716
2017-07-25,Ride,Morning Ride,78.22,49.9419,14.3788
2017-07-25,Ride,Morning Ride,78.22,49.9422,14.3879
2017-07-25,Ride,Morning Ride,78.22,49.9412,14.3926
2017-07-25,Ride,Morning Ride,78.22,49.9458,14.3964
2017-07-25,Ride,Morning Ride,78.22,49.9516,14.393
2017-07-25,Ride,Morning Ride,78.22,49.9564,14.3944
2017-07-25,Ride,Morning Ride,78.22,49.9619,14.3973
2017-07-25,Ride,Morning Ride,78.22,49.9677,14.3991
2017-07-25,Ride,Morning Ride,78.22,49.9713,14.3993
2017-07-25,Ride,Morning Ride,78.22,49.9723,14.395
2017-07-25,Ride,Morning Ride,78.22,49.9777,14.3941
2017-07-25,Ride,Morning Ride,78.22,49.9784,14.3944
2017-07-25,Ride,Morning Ride,78.22,49.9822,14.3945
2017-07-25,Ride,Morning Ride,78.22,49.987,14.3928
2017-07-25,Ride,Morning Ride,78.22,49.9846,14.3981
2017-07-25,Ride,Morning Ride,78.22,49.9839,14.4001
2017-07-25,Ride,Morning Ride,78.22,49.9909,14.4032
2017-07-25,Ride,Morning Ride,78.22,49.9958,14.4042
2017-07-25,Ride,Morning Ride,78.22,50.0024,14.403
2017-07-25,Ride,Morning Ride,78.22,50.008,14.4008
2017-07-25,Ride,Morning Ride,78.22,50.0139,14.3975
2017-07-25,Ride,Morning Ride,78.22,50.0206,14.3969
2017-07-25,Ride,Morning Ride,78.22,50.0251,14.399
2017-07-25,Ride,Morning Ride,78.22,50.0307,14.4035
